Year,Aou,SpeciesTotal
2001,4180,66
2001,4190,13
2001,4200,3558
2001,4210,500
2001,4220,28
2001,4230,11203
2001,4240,216
2001,4250,963
2001,4260,1
2001,4270,2
2001,4280,1078
2001,4290,180
2001,4300,46
2001,4310,201
2001,4320,1022
2001,4330,295
2001,4340,92
2001,4360,94
2001,4390,15
2001,4402,70
2001,4410,3
2001,4430,3208
2001,4440,8458
2001,4450,4
2001,4451,2
2001,4460,1
2001,4461,103
2001,4470,7679
2001,4480,826
2001,4490,28
2001,4510,9
2001,4520,7773
2001,4530,406
2001,4540,3597
2001,4550,38
2001,4560,5439
2001,4570,869
2001,4580,247
2001,4590,917
2001,4600,4
2001,4610,6449
2001,4620,3932
2001,4630,110
2001,4640,618
2001,4641,1762
2001,4650,2829
2001,4660,2163
2001,4661,2566
2001,4670,1840
2001,4679,49
2001,4680,1027
2001,4689,15
2001,4690,1522
2001,4691,436
2001,4710,117
2001,4720,4
2001,4740,29374
2001,4750,4206
2001,4760,468
2001,4770,19808
2001,4780,3116
2001,4790,21
2001,4810,25
2001,4812,1790
2001,4813,502
2001,4820,144
2001,4830,26
2001,4840,616
2001,4860,6462
2001,4865,39
2001,4870,742
2001,4880,67857
2001,4881,309
2001,4882,8
2001,4890,282
2001,4900,2963
2001,4910,525
2001,4920,1471
2001,4930,93167
2001,4940,5513
2001,4950,26428
2001,4960,234
2001,4961,1
2001,4970,8447
2001,4980,129402
2001,5000,1686
2001,5010,18135
2001,5011,50508
2001,5012,107
2001,5030,12
2001,5040,364
2001,5050,92
2001,5060,4218
2001,5070,4295
2001,5077,3
2001,5080,2002
2001,5090,58
2001,5100,16726
2001,5110,69206
2001,5120,3784
2001,5130,2969
2001,5135,108
2001,5140,748
2001,5150,81
2001,5170,953
2001,5180,707
2001,5190,15663
2001,5210,2502
2001,5212,5
2001,5220,246
2001,5225,1
2001,5240,2
2001,5260,1
2001,5270,5
2001,5275,154
2001,5280,1154
2001,5290,19498
2001,5300,1386
2001,5310,84
2001,5330,3478
2001,5340,4
2001,5360,219
2001,5370,9
2001,5380,1154
2001,5390,201
2001,5400,9112
2001,5420,8802
2001,5450,91
2001,5460,5574
2001,5470,81
2001,5480,66
2001,5490,4
2001,5491,22
2001,5500,132
2001,5520,5059
2001,5540,3228
2001,5570,321
2001,5580,2586
2001,5590,638
2001,5600,23582
2001,5610,1571
2001,5620,5411
2001,5630,7272
2001,5650,89
2001,5660,434
2001,5670,2691
2001,5671,4360
2001,5677,40
2001,5680,78
2001,5690,1085
2001,5700,133
2001,5730,3268
2001,5738,1583
2001,5739,83
2001,5740,27
2001,5750,278
2001,5760,31
2001,5780,3428
2001,5790,12
2001,5800,228
2001,5810,27183
2001,5830,1036
2001,5840,840
2001,5850,1662
2001,5860,184
2001,5870,12908
2001,5871,5
2001,5880,5483
2001,5900,2218
2001,5910,393
2001,5911,776
2001,5920,81
2001,5930,44755
2001,5935,146
2001,5940,597
2001,5950,2330
2001,5960,2944
2001,5970,5201
2001,5980,30027
2001,5990,1305
2001,6000,17
2001,6010,2654
2001,6040,13662
2001,6050,13415
2001,6070,4668
2001,6080,4248
2001,6090,94
2001,6100,3355
2001,6110,10000
2001,6120,40616
2001,6121,440
2001,6122,53
2001,6130,31190
2001,6140,8230
2001,6150,4042
2001,6160,3715
2001,6170,4290
2001,6180,39
2001,6190,8848
2001,6200,281
2001,6210,1
2001,6220,1497
2001,6230,37
2001,6240,23903
2001,6260,36
2001,6270,7200
2001,6280,1676
2001,6290,949
2001,6291,788
2001,6292,644
2001,6300,33
2001,6310,6137
2001,6320,349
2001,6330,780
2001,6340,92
2001,6360,1636
2001,6370,1030
2001,6380,68
2001,6390,501
2001,6410,368
2001,6413,1
2001,6420,98
2001,6430,427
2001,6440,375
2001,6450,2113
2001,6460,2497
2001,6470,14
2001,6480,2764
2001,6490,2
2001,6500,20
2001,6510,23
2001,6520,9917
2001,6540,545
2001,6550,2400
2001,6556,18
2001,6560,4060
2001,6570,902
2001,6580,200
2001,6590,2741
2001,6600,24
2001,6610,302
2001,6620,564
2001,6630,873
2001,6640,218
2001,6650,775
2001,6660,18
2001,6670,1928
2001,6680,1384
2001,6685,86
2001,6690,1094
2001,6700,3
2001,6710,5869
2001,6720,17
2001,6730,1847
2001,6740,9891
2001,6750,923
2001,6760,434
2001,6770,1260
2001,6780,38
2001,6790,584
2001,6800,1483
2001,6810,20386
2001,6830,7900
2001,6840,2018
2001,6850,2220
2001,6860,185
2001,6870,2949
2001,6880,33
2001,6882,53489
2001,6883,57
2001,6900,59
2001,6960,147
2001,6970,73
2001,7000,44
2001,7010,52
2001,7020,2568
2001,7030,30709
2001,7040,10709
2001,7050,5462
2001,7060,47
2001,7070,319
2001,7080,29
2001,7100,119
2001,7110,22
2001,7120,41
2001,7130,1158
2001,7150,1377
2001,7170,108
2001,7180,15153
2001,7190,2447
2001,7210,11006
2001,7221,2161
2001,7222,782
2001,7240,732
2001,7250,769
2001,7260,504
2001,7270,4149
2001,7280,3042
2001,7290,695
2001,7300,385
2001,7310,15794
2001,7315,31
2001,7320,458
2001,7330,718
2001,7331,150
2001,7340,57
2001,7350,6669
2001,7351,39
2001,7352,4
2001,7360,8152
2001,7370,2
2001,7380,2610
2001,7400,82
2001,7410,1390
2001,7420,924
2001,7430,690
2001,7460,734
2001,7470,229
2001,7480,1556
2001,7490,3115
2001,7510,6474
2001,7520,316
2001,7540,444
2001,7550,8858
2001,7560,3003
2001,7570,393
2001,7580,6572
2001,7590,5522
2001,7610,77868
2001,7630,2262
2001,7660,10171
2001,7670,676
2001,7680,1431
2001,22860,1076
2002,10,1570
2002,11,61
2002,12,42
2002,20,70
2002,30,18
2002,40,924
2002,60,303
2002,70,191
2002,100,14
2002,110,17
2002,230,101
2002,290,38
2002,300,3
2002,370,4
2002,380,15
2002,400,62
2002,420,398
2002,440,267
2002,470,110
2002,490,110
2002,510,974
2002,530,1874
2002,534,233
2002,540,7233
2002,550,230
2002,580,6743
2002,590,1774
2002,600,43
2002,630,80
2002,634,19
2002,640,192
2002,650,191
2002,690,310
2002,700,27
2002,710,102
2002,730,5
2002,740,371
2002,770,705
2002,800,180
2002,1180,259
2002,1200,1268
2002,1207,11
2002,1210,13
2002,1220,27
2002,1230,6
2002,1250,1935
2002,1260,515
2002,1280,23
2002,1290,237
2002,1300,90
2002,1310,36
2002,1320,8772
2002,1330,29
2002,1331,10
2002,1340,183
2002,1350,2191
2002,1370,665
2002,1390,240
2002,1400,1348
2002,1410,362
2002,1420,615
2002,1430,488
2002,1440,1076
2002,1460,574
2002,1470,65
2002,1480,126
2002,1489,10
2002,1490,563
2002,1500,157
2002,1510,44
2002,1512,1
2002,1520,48
2002,1530,133
2002,1540,13
2002,1550,14
2002,1590,18
2002,1630,31
2002,1650,3
2002,1657,20
2002,1670,628
2002,1710,119
2002,1720,15358
2002,1740,100
2002,1770,338
2002,1780,145
2002,1782,103
2002,1800,27
2002,1810,56
2002,1830,34
2002,1840,2536
2002,1860,218
2002,1861,25
2002,1870,5803
2002,1880,186
2002,1900,189
2002,1910,40
2002,1920,4
2002,1940,3157
2002,1960,2087
2002,1970,754
2002,1980,17
2002,1990,294
2002,2000,935
2002,2001,11999
2002,2010,1137
2002,2020,234
2002,2030,226
2002,2035,8
2002,2060,1420
2002,2070,7
2002,2080,25
2002,2110,64
2002,2111,2
2002,2120,34
2002,2140,194
2002,2150,9
2002,2160,1
2002,2180,3
2002,2190,361
2002,2210,2399
2002,2230,9
2002,2240,639
2002,2250,656
2002,2260,650
2002,2280,19
2002,2300,2344
2002,2310,6
2002,2327,1
2002,2356,75
2002,2420,12
2002,2430,2
2002,2460,27
2002,2490,200
2002,2510,1
2002,2540,74
2002,2550,145
2002,2560,36
2002,2580,599
2002,2590,6
2002,2610,1828
2002,2630,638
2002,2640,678
2002,2650,21
2002,2700,1
2002,2720,12
2002,2721,9
2002,2730,12389
2002,2740,31
2002,2770,1
2002,2810,35
2002,2840,1
2002,2860,38
2002,2870,2
2002,2881,54
2002,2882,117
2002,2890,12884
2002,2920,504
2002,2930,732
2002,2940,2018
2002,2950,1045
2002,2970,19
2002,2971,53
2002,2973,4
2002,2980,2
2002,3000,149
2002,3010,82
2002,3020,1
2002,3050,45
2002,3070,7
2002,3080,152
2002,3090,145
2002,3091,8229
2002,3100,1824
2002,3110,2
2002,3120,584
2002,3131,12821
2002,3140,46
2002,3152,58
2002,3160,74143
2002,3180,40
2002,3190,1781
2002,3200,888
2002,3210,228
2002,3250,8627
2002,3260,2291
2002,3270,77
2002,3280,17
2002,3290,284
2002,3300,1
2002,3310,463
2002,3320,67
2002,3330,200
2002,3333,5
2002,3340,22
2002,3350,25
2002,3370,3002
2002,3380,1
2002,3390,1186
2002,3400,4
2002,3410,13
2002,3420,667
2002,3430,207
2002,3451,9
2002,3460,10
2002,3470,4
2002,3480,148
2002,3490,140
2002,3520,270
2002,3540,2
2002,3550,79
2002,3560,8
2002,3570,3
2002,3600,1780
2002,3620,168
2002,3640,470
2002,3650,11
2002,3670,34
2002,3680,366
2002,3690,4
2002,3710,5
2002,3720,2
2002,3730,37
2002,3732,4
2002,3750,404
2002,3770,1
2002,3780,337
2002,3790,20
2002,3810,1
2002,3824,26
2002,3840,2
2002,3850,208
2002,3860,1
2002,3870,5804
2002,3875,2
2002,3880,319
2002,3900,647
2002,3910,1
2002,3920,19
2002,3930,1356
2002,3940,4603
2002,3950,38
2002,3960,347
2002,3970,257
2002,3975,4
2002,3990,79
2002,4000,20
2002,4010,33
2002,4020,960
2002,4021,300
2002,4022,10
2002,4030,306
2002,4040,86
2002,4050,2785
2002,4060,1528
2002,4070,1873
2002,4080,68
2002,4090,11578
2002,4100,403
2002,4110,227
2002,4120,3268
2002,4123,50
2002,4130,2111
2002,4140,45
2002,4160,864
2002,4171,229
2002,4180,62
2002,4190,1
2002,4200,3856
2002,4210,447
2002,4220,15
2002,4230,11497
2002,4240,199
2002,4250,813
2002,4260,1
2002,4280,1051
2002,4290,215
2002,4300,11
2002,4310,236
2002,4320,1153
2002,4330,292
2002,4340,108
2002,4360,86
2002,4402,56
2002,4410,2
2002,4430,3277
2002,4440,7930
2002,4447,1
2002,4450,14
2002,4451,3
2002,4461,89
2002,4470,8178
2002,4480,701
2002,4490,16
2002,4510,2
2002,4520,7494
2002,4530,314
2002,4540,3222
2002,4550,52
2002,4560,6200
2002,4570,911
2002,4580,223
2002,4590,990
2002,4600,1
2002,4610,6360
2002,4620,3789
2002,4630,102
2002,4640,512
2002,4641,1480
2002,4642,1
2002,4650,2651
2002,4660,1966
2002,4661,2132
2002,4670,1522
2002,4679,54
2002,4680,938
2002,4689,9
2002,4690,1617
2002,4691,584
2002,4710,93
2002,4720,7
2002,4740,28678
2002,4750,3835
2002,4760,509
2002,4770,20918
2002,4780,3361
2002,4790,30
2002,4810,15
2002,4812,1656
2002,4813,463
2002,4820,121
2002,4830,15
2002,4840,763
2002,4860,5300
2002,4865,79
2002,4870,1098
2002,4880,65500
2002,4881,279
2002,4882,8
2002,4890,418
2002,4900,2761
2002,4910,492
2002,4920,980
2002,4930,92107
2002,4932,1
2002,4940,5051
2002,4950,28314
2002,4960,311
2002,4970,6026
2002,4980,123454
2002,5000,1264
2002,5010,19195
2002,5011,46840
2002,5012,89
2002,5030,4
2002,5032,2
2002,5040,385
2002,5050,92
2002,5060,3927
2002,5070,4554
2002,5077,5
2002,5080,2077
2002,5090,29
2002,5100,13341
2002,5110,71282
2002,5120,4933
2002,5130,3733
2002,5135,202
2002,5140,617
2002,5150,68
2002,5170,1055
2002,5180,680
2002,5190,15150
2002,5210,2024
2002,5212,4
2002,5220,202
2002,5225,1
2002,5240,5
2002,5270,3
2002,5275,166
2002,5280,703
2002,5290,18069
2002,5300,1716
2002,5310,79
2002,5330,2548
2002,5360,297
2002,5370,7
2002,5380,902
2002,5390,238
2002,5400,8465
2002,5420,7714
2002,5450,129
2002,5460,5546
2002,5470,81
2002,5480,64
2002,5490,3
2002,5491,26
2002,5500,105
2002,5520,5262
2002,5540,2996
2002,5570,362
2002,5580,1951
2002,5590,498
2002,5600,23240
2002,5610,1302
2002,5620,4836
2002,5630,7543
2002,5650,64
2002,5660,740
2002,5670,2676
2002,5671,4138
2002,5677,26
2002,5680,46
2002,5690,942
2002,5700,119
2002,5730,2885
2002,5738,1579
2002,5739,35
2002,5740,22
2002,5750,304
2002,5760,13
2002,5780,2827
2002,5800,240
2002,5810,25948
2002,5830,987
2002,5840,799
2002,5850,1840
2002,5860,194
2002,5870,13588
2002,5871,5
2002,5880,5340
2002,5900,2084
2002,5910,339
2002,5911,741
2002,5920,46
2002,5930,46429
2002,5935,95
2002,5940,557
2002,5950,1994
2002,5960,3086
2002,5970,5018
2002,5980,27982
2002,5990,1383
2002,6000,14
2002,6010,2705
2002,6040,13868
2002,6050,7575
2002,6070,4829
2002,6080,3818
2002,6090,66
2002,6100,3685
2002,6110,10541
2002,6120,41279
2002,6121,764
2002,6122,220
2002,6130,29542
2002,6140,7050
2002,6150,3829
2002,6160,4073
2002,6170,3989
2002,6180,38
2002,6190,10618
2002,6200,197
2002,6220,1615
2002,6230,55
2002,6240,22659
2002,6260,16
2002,6270,7449
2002,6280,1528
2002,6290,1036
2002,6291,930
2002,6292,580
2002,6300,19
2002,6310,6637
2002,6320,351
2002,6330,702
2002,6340,73
2002,6360,1505
2002,6370,1046
2002,6380,87
2002,6390,551
2002,6410,417
2002,6412,1
2002,6420,153
2002,6430,325
2002,6440,352
2002,6450,2194
2002,6460,2573
2002,6470,14
2002,6480,2608
2002,6490,1
2002,6500,16
2002,6510,7
2002,6520,9512
2002,6540,511
2002,6550,2701
2002,6556,18
2002,6560,4318
2002,6570,766
2002,6580,206
2002,6590,2606
2002,6600,9
2002,6610,312
2002,6620,577
2002,6630,858
2002,6640,194
2002,6650,976
2002,6660,3
2002,6670,1804
2002,6680,1094
2002,6685,31
2002,6690,1378
2002,6700,6
2002,6710,6075
2002,6720,18
2002,6730,1801
2002,6740,9800
2002,6750,1009
2002,6760,392
2002,6770,1161
2002,6780,11
2002,6790,525
2002,6800,1443
2002,6810,18558
2002,6830,7346
2002,6840,2139
2002,6850,2055
2002,6860,192
2002,6870,2701
2002,6880,22
2002,6882,51981
2002,6883,51
2002,6900,52
2002,6960,60
2002,6970,55
2002,7000,84
2002,7010,45
2002,7020,2921
2002,7030,31420
2002,7031,4
2002,7040,9906
2002,7050,5335
2002,7060,40
2002,7070,219
2002,7080,21
2002,7100,84
2002,7110,24
2002,7120,36
2002,7130,949
2002,7150,1356
2002,7170,142
2002,7180,16856
2002,7190,2505
2002,7210,10807
2002,7221,1401
2002,7222,662
2002,7240,730
2002,7250,955
2002,7260,597
2002,7270,3999
2002,7280,3182
2002,7290,909
2002,7300,416
2002,7310,15745
2002,7315,41
2002,7320,354
2002,7330,878
2002,7331,148
2002,7340,43
2002,7350,6798
2002,7351,22
2002,7352,12
2002,7360,7770
2002,7380,2636
2002,7400,91
2002,7410,1226
2002,7420,824
2002,7430,990
2002,7460,710
2002,7470,264
2002,7480,1414
2002,7490,3337
2002,7510,6646
2002,7520,200
2002,7540,469
2002,7550,8468
2002,7560,2698
2002,7570,432
2002,7580,5887
2002,7590,4729
2002,7610,76684
2002,7630,1856
2002,7660,11089
2002,7670,711
2002,7680,1719
2002,22860,1345
2003,10,944
2003,11,184
2003,12,139
2003,20,80
2003,30,11
2003,40,1348
2003,60,329
2003,70,242
2003,100,26
2003,110,70
2003,230,77
2003,290,11
2003,300,83
2003,370,14
2003,380,90
2003,400,160
2003,420,425
2003,440,281
2003,470,114
2003,490,205
2003,495,1
2003,510,1117
2003,530,3181
2003,534,484
2003,540,3867
2003,550,396
2003,570,4
2003,580,9376
2003,590,1783
2003,600,10
2003,630,143
2003,634,27
2003,640,202
2003,650,107
2003,670,1
2003,690,455
2003,700,42
2003,710,315
2003,730,1
2003,740,347
2003,770,540
2003,800,131
2003,1180,192
2003,1200,1867
2003,1210,234
2003,1220,7
2003,1230,12
2003,1250,1836
2003,1260,547
2003,1280,8
2003,1290,364
2003,1300,231
2003,1310,53
2003,1320,7901
2003,1330,30
2003,1331,16
2003,1340,165
2003,1350,2122
2003,1370,482
2003,1390,194
2003,1400,796
2003,1410,409
2003,1420,475
2003,1430,392
2003,1440,862
2003,1460,575
2003,1470,142
2003,1480,194
2003,1489,16
2003,1490,455
2003,1500,181
2003,1510,20
2003,1512,2
2003,1520,66
2003,1530,118
2003,1540,24
2003,1550,19
2003,1590,105
2003,1630,35
2003,1650,102
2003,1660,402
2003,1670,404
2003,1710,55
2003,1720,17787
2003,1770,229
2003,1780,99
2003,1782,132
2003,1800,38
2003,1810,66
2003,1830,219
2003,1840,3398
2003,1860,561
2003,1861,81
2003,1870,4838
2003,1880,138
2003,1900,190
2003,1910,23
2003,1920,4
2003,1940,2784
2003,1960,2827
2003,1970,984
2003,1980,41
2003,1990,357
2003,2000,954
2003,2001,10209
2003,2010,900
2003,2020,286
2003,2030,314
2003,2035,1
2003,2060,1854
2003,2070,9
2003,2080,8
2003,2110,45
2003,2111,2
2003,2120,34
2003,2140,191
2003,2150,9
2003,2180,14
2003,2190,375
2003,2210,1144
2003,2230,36
2003,2240,373
2003,2250,1634
2003,2260,1945
2003,2280,13
2003,2300,2235
2003,2310,2
2003,2356,74
2003,2390,1
2003,2420,16
2003,2429,1
2003,2430,10
2003,2460,30
2003,2470,121
2003,2490,218
2003,2500,3
2003,2540,98
2003,2550,122
2003,2560,22
2003,2580,660
2003,2590,2
2003,2610,1945
2003,2630,698
2003,2640,742
2003,2650,43
2003,2700,1
2003,2720,8
2003,2721,7
2003,2730,12557
2003,2740,62
2003,2780,9
2003,2800,6
2003,2810,24
2003,2820,1
2003,2830,2
2003,2860,19
2003,2870,5
2003,2881,66
2003,2882,186
2003,2890,12962
2003,2920,864
2003,2930,1098
2003,2940,2698
2003,2950,1426
2003,2960,3
2003,2970,17
2003,2971,89
2003,2973,2
2003,2980,5
2003,3000,123
2003,3010,170
2003,3020,10
2003,3040,1
2003,3050,101
2003,3070,6
2003,3080,143
2003,3090,109
2003,3091,10896
2003,3100,1946
2003,3110,12
2003,3120,763
2003,3131,12697
2003,3140,87
2003,3152,4
2003,3160,79623
2003,3180,33
2003,3190,2262
2003,3200,826
2003,3201,1
2003,3210,252
2003,3240,1
2003,3250,8902
2003,3260,2626
2003,3270,88
2003,3280,29
2003,3290,330
2003,3300,1
2003,3310,535
2003,3320,76
2003,3330,184
2003,3333,4
2003,3340,29
2003,3350,51
2003,3370,3230
2003,3390,1075
2003,3400,2
2003,3410,30
2003,3420,781
2003,3430,188
2003,3440,1
2003,3450,1
2003,3451,21
2003,3460,5
2003,3470,7
2003,3480,144
2003,3490,180
2003,3520,367
2003,3540,2
2003,3550,75
2003,3560,10
2003,3570,15
2003,3600,1619
2003,3620,126
2003,3640,464
2003,3650,16
2003,3660,1
2003,3670,42
2003,3680,324
2003,3690,1
2003,3700,2
2003,3710,1
2003,3720,4
2003,3730,31
2003,3732,4
2003,3740,1
2003,3750,447
2003,3780,411
2003,3790,27
2003,3810,13
2003,3824,11
2003,3840,13
2003,3850,267
2003,3870,5886
2003,3875,6
2003,3880,366
2003,3900,617
2003,3920,52
2003,3930,1319
2003,3940,3895
2003,3950,41
2003,3960,379
2003,3970,250
2003,3975,2
2003,3990,63
2003,4000,10
2003,4010,42
2003,4020,1054
2003,4021,342
2003,4022,28
2003,4030,385
2003,4040,126
2003,4050,2420
2003,4060,1703
2003,4070,1892
2003,4080,49
2003,4090,11873
2003,4100,536
2003,4110,312
2003,4120,3301
2003,4123,63
2003,4130,2051
2003,4140,117
2003,4160,711
2003,4171,175
2003,4172,5
2003,4180,125
2003,4190,5
2003,4200,4068
2003,4205,1
2003,4210,466
2003,4220,45
2003,4230,10380
2003,4240,143
2003,4250,901
2003,4280,1185
2003,4290,200
2003,4300,74
2003,4310,288
2003,4320,975
2003,4330,294
2003,4340,78
2003,4360,92
2003,4390,14
2003,4402,84
2003,4410,4
2003,4430,3796
2003,4440,8480
2003,4447,1
2003,4450,13
2003,4451,2
2003,4460,1
2003,4461,102
2003,4470,9497
2003,4480,893
2003,4490,38
2003,4510,4
2003,4520,7898
2003,4530,573
2003,4540,3804
2003,4550,35
2003,4560,4290
2003,4570,1031
2003,4580,254
2003,4590,1048
2003,4600,1
2003,4610,6043
2003,4620,4204
2003,4630,99
2003,4640,595
2003,4641,1577
2003,4642,1
2003,4650,2703
2003,4660,1951
2003,4661,2170
2003,4670,1535
2003,4679,103
2003,4680,1104
2003,4689,7
2003,4690,1620
2003,4691,617
2003,4710,106
2003,4720,4
2003,4740,34963
2003,4750,4132
2003,4760,631
2003,4770,18970
2003,4780,3211
2003,4790,37
2003,4810,10
2003,4812,1909
2003,4813,384
2003,4820,236
2003,4830,31
2003,4840,608
2003,4860,6821
2003,4865,41
2003,4870,919
2003,4880,60849
2003,4881,258
2003,4882,13
2003,4890,413
2003,4900,2418
2003,4910,695
2003,4920,1241
2003,4930,93452
2003,4932,1
2003,4940,5511
2003,4950,29426
2003,4960,285
2003,4970,7476
2003,4980,133166
2003,5000,5011
2003,5010,19122
2003,5011,56859
2003,5012,72
2003,5030,9
2003,5040,310
2003,5050,93
2003,5060,4023
2003,5070,4567
2003,5077,2
2003,5080,1896
2003,5090,27
2003,5100,15720
2003,5110,69251
2003,5120,5983
2003,5130,2602
2003,5135,210
2003,5140,689
2003,5150,57
2003,5170,1075
2003,5180,675
2003,5190,14805
2003,5210,1785
2003,5212,4
2003,5220,276
2003,5270,14
2003,5275,682
2003,5280,1760
2003,5290,17407
2003,5300,1628
2003,5310,79
2003,5330,2786
2003,5360,433
2003,5370,2
2003,5380,1212
2003,5390,174
2003,5400,8628
2003,5420,8206
2003,5450,79
2003,5460,6758
2003,5470,90
2003,5480,95
2003,5490,2
2003,5491,28
2003,5500,102
2003,5520,5747
2003,5540,3230
2003,5570,531
2003,5580,2418
2003,5590,695
2003,5600,23441
2003,5610,1644
2003,5620,5156
2003,5630,7359
2003,5650,98
2003,5660,434
2003,5670,2384
2003,5671,4197
2003,5677,34
2003,5680,70
2003,5690,1012
2003,5700,136
2003,5730,3259
2003,5738,1477
2003,5739,91
2003,5740,124
2003,5750,232
2003,5760,28
2003,5780,3778
2003,5790,4
2003,5800,229
2003,5810,25727
2003,5830,979
2003,5840,871
2003,5850,1831
2003,5860,169
2003,5870,12470
2003,5871,6
2003,5880,5430
2003,5900,2177
2003,5910,332
2003,5911,929
2003,5920,61
2003,5930,44283
2003,5935,130
2003,5940,536
2003,5950,2218
2003,5960,3342
2003,5970,4825
2003,5980,28627
2003,5990,1338
2003,6000,10
2003,6010,3136
2003,6040,16621
2003,6050,12536
2003,6070,5611
2003,6080,3733
2003,6090,64
2003,6100,3461
2003,6110,9547
2003,6120,41258
2003,6121,1138
2003,6122,63
2003,6130,31640
2003,6140,7285
2003,6150,4752
2003,6160,4383
2003,6170,3476
2003,6180,46
2003,6190,8588
2003,6200,291
2003,6210,3
2003,6220,1936
2003,6230,27
2003,6240,23749
2003,6260,21
2003,6270,7701
2003,6280,1598
2003,6290,877
2003,6291,859
2003,6292,564
2003,6300,40
2003,6310,6165
2003,6320,340
2003,6330,673
2003,6340,108
2003,6360,1448
2003,6370,990
2003,6380,113
2003,6390,456
2003,6410,409
2003,6420,144
2003,6430,371
2003,6440,353
2003,6450,2323
2003,6460,2851
2003,6470,30
2003,6480,2751
2003,6500,21
2003,6510,11
2003,6520,9807
2003,6540,457
2003,6550,1932
2003,6556,46
2003,6560,4451
2003,6570,766
2003,6580,234
2003,6590,2568
2003,6600,12
2003,6610,321
2003,6620,611
2003,6630,933
2003,6640,219
2003,6650,964
2003,6660,16
2003,6670,1982
2003,6680,1313
2003,6685,53
2003,6690,1410
2003,6700,3
2003,6710,5197
2003,6720,9
2003,6730,1767
2003,6740,9817
2003,6750,1008
2003,6760,374
2003,6770,1098
2003,6780,26
2003,6790,563
2003,6800,1549
2003,6810,19197
2003,6830,7797
2003,6840,2123
2003,6850,2230
2003,6860,203
2003,6870,2788
2003,6880,24
2003,6882,54806
2003,6883,64
2003,6900,65
2003,6960,110
2003,6970,85
2003,7000,48
2003,7010,43
2003,7020,2755
2003,7030,30268
2003,7040,10051
2003,7050,5558
2003,7060,84
2003,7070,298
2003,7080,24
2003,7100,159
2003,7110,21
2003,7120,18
2003,7130,1050
2003,7150,1594
2003,7170,150
2003,7180,15065
2003,7190,2811
2003,7210,10432
2003,7221,1722
2003,7222,504
2003,7240,828
2003,7250,1151
2003,7260,530
2003,7270,3518
2003,7280,3462
2003,7290,719
2003,7300,526
2003,7310,15959
2003,7315,40
2003,7320,479
2003,7330,749
2003,7331,203
2003,7340,24
2003,7350,6400
2003,7351,32
2003,7352,13
2003,7353,1
2003,7360,7217
2003,7370,9
2003,7380,3062
2003,7400,82
2003,7410,1283
2003,7420,1122
2003,7430,850
2003,7460,612
2003,7470,371
2003,7480,1445
2003,7490,3580
2003,7510,7175
2003,7520,329
2003,7530,1
2003,7540,479
2003,7550,7431
2003,7560,2636
2003,7570,447
2003,7580,6545
2003,7590,5151
2003,7610,73651
2003,7630,2087
2003,7640,3
2003,7650,1
2003,7660,8769
2003,7670,708
2003,7680,1877
2003,22860,1262
2004,10,808
2004,11,95
2004,20,77
2004,30,10
2004,40,885
2004,50,5
2004,60,317
2004,70,290
2004,77,4
2004,100,24
2004,110,52
2004,230,114
2004,290,15
2004,300,38
2004,310,1
2004,370,6
2004,380,36
2004,400,20
2004,420,548
2004,440,1179
2004,470,179
2004,490,307
2004,510,846
2004,530,3075
2004,534,504
2004,540,5345
2004,550,424
2004,580,5883
2004,590,2222
2004,600,19
2004,630,54
2004,634,39
2004,640,179
2004,650,84
2004,670,2
2004,690,348
2004,700,81
2004,710,301
2004,730,4
2004,740,153
2004,770,633
2004,800,47
2004,1180,204
2004,1200,1945
2004,1207,61
2004,1210,255
2004,1220,112
2004,1230,106
2004,1250,1660
2004,1260,612
2004,1280,28
2004,1290,477
2004,1300,128
2004,1310,71
2004,1320,8453
2004,1330,41
2004,1331,13
2004,1340,228
2004,1350,1858
2004,1370,494
2004,1390,338
2004,1400,1112
2004,1410,451
2004,1420,535
2004,1430,477
2004,1440,999
2004,1460,460
2004,1470,102
2004,1480,256
2004,1489,11
2004,1490,582
2004,1500,182
2004,1510,42
2004,1512,6
2004,1520,24
2004,1530,50
2004,1540,74
2004,1550,22
2004,1590,151
2004,1630,38
2004,1650,7
2004,1660,17
2004,1670,473
2004,1710,36
2004,1720,15326
2004,1740,10
2004,1770,392
2004,1780,106
2004,1782,52
2004,1800,94
2004,1810,76
2004,1830,251
2004,1840,3272
2004,1860,280
2004,1861,152
2004,1870,3212
2004,1880,218
2004,1900,266
2004,1910,28
2004,1920,1
2004,1940,2793
2004,1960,2921
2004,1970,907
2004,1980,17
2004,1990,292
2004,2000,847
2004,2001,11985
2004,2010,1112
2004,2020,255
2004,2030,283
2004,2035,4
2004,2060,1638
2004,2070,9
2004,2080,15
2004,2110,48
2004,2120,39
2004,2140,192
2004,2150,5
2004,2160,5
2004,2180,11
2004,2190,356
2004,2210,1196
2004,2230,19
2004,2240,546
2004,2250,652
2004,2260,783
2004,2280,18
2004,2300,2406
2004,2310,4
2004,2320,24
2004,2327,8
2004,2356,62
2004,2420,31
2004,2430,4
2004,2460,27
2004,2470,107
2004,2490,189
2004,2500,29
2004,2510,1
2004,2540,111
2004,2550,112
2004,2560,13
2004,2580,605
2004,2590,1
2004,2610,1594
2004,2630,622
2004,2640,653
2004,2650,36
2004,2680,1
2004,2720,20
2004,2721,6
2004,2730,12953
2004,2740,53
2004,2780,10
2004,2800,2
2004,2810,65
